frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
503, 0, 0.000, 0.98, 1, 2.37, 0.84, 0.41, 0.72, 2.04, 3.29, -0.15, 2.30, 2.47, 1.03, -0.33, -0.01, 0.57, 0.58, 0.32, 2.14, -2.48, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
504, 0, 0.000, 0.98, 1, -0.78, -0.20, -0.67, 0.82, 2.70, 2.00, 0.31, 1.25, 3.25, 1.68, 0.08, -0.43, 0.92, 0.57, 1.41, 0.34, 0.17, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
505, 0, 0.000, 0.98, 1, 2.72, 0.27, 0.09, 1.72, 1.96, 1.47, -0.47, 2.36, 1.62, 0.51, 1.86, 3.74, 0.10, 2.95, 1.10, 5.15, -1.52, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
506, 0, 0.000, 0.98, 1, 0.46, 2.26, -0.43, 1.92, 2.69, 2.45, 1.30, 1.41, 2.81, 0.62, 0.04, -0.23, 0.89, -0.62, 2.21, 0.85, 2.18, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
507, 0, 0.000, 0.98, 1, 1.98, -0.22, 0.29, 0.94, 2.35, 2.08, -0.05, 2.54, 2.42, 1.09, 0.80, 1.28, 0.79, 0.29, 1.45, 2.12, 1.74, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
508, 0, 0.000, 0.98, 1, 0.72, 0.57, -0.58, -0.42, 1.51, 2.56, -0.09, 1.19, 1.62, -0.01, 1.70, 3.19, 3.12, 2.89, -1.83, 0.33, 1.33, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
509, 0, 0.000, 0.98, 1, 1.93, 2.21, 2.12, 1.71, 1.90, 0.58, -0.52, 1.28, 2.49, 1.44, -0.06, 3.12, 0.64, 2.92, 1.50, 3.58, -0.45, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0
510, 0, 0.000, 0.92, 1, 5.82, 4.65, 0.41, 3.14, 1.54, -0.15, -2.62, -0.14, 2.16, 1.66, -2.05, 0.92, 1.49, 2.41, -1.48, 1.48, -0.98, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
511, 0, 0.000, 0.98, 1, 0.33, -1.89, 0.41, -0.51, 2.05, 3.46, 1.05, 1.57, 1.34, 0.17, 0.16, 1.26, 2.12, 0.16, 2.14, 2.64, 1.72, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0
512, 0, 0.000, 0.98, 1, -2.05, -1.25, 0.88, -0.77, 2.86, 1.79, 2.50, 2.66, 2.61, 2.00, 0.92, 1.31, 2.57, 2.43, 2.79, 1.43, -0.61, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0
513, 0, 0.000, 0.98, 1, -0.51, 0.06, -1.17, 1.38, 1.74, 1.04, -0.07, 2.50, 3.36, 2.54, 0.53, 0.48, -0.14, 1.75, -0.29, 1.23, -0.36, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
514, 0, 0.000, 0.98, 1, 1.73, -0.20, 0.34, -0.66, 2.70, 3.14, 1.27, 3.34, 2.42, 2.05, 0.76, 2.45, 1.41, -0.44, 1.06, 1.62, 0.19, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0
515, 0, 0.000, 0.98, 1, -0.97, -1.88, 0.49, 0.38, 2.06, 2.33, 1.72, 1.99, 1.60, 1.22, 0.66, 1.11, 0.87, 0.79, -0.64, -0.26, -0.06, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0
516, 0, 0.000, 0.85, 1, 1.96, 0.70, 0.71, 1.68, 1.16, 2.02, 0.08, 0.35, 1.03, 0.07, -0.25, 2.04, 3.18, 0.62, 0.88, 0.65, 0.35, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0
517, 0, 0.000, 0.98, 1, 1.50, 3.41, -0.36, 3.52, -0.46, -0.31, 0.48, -0.89, -0.03, 0.44, -0.48, 0.65, -0.79, 1.38, -0.94, 1.28, 0.16, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
518, 0, 0.000, 0.98, 1, 2.65, 4.62, -0.12, 3.59, 1.38, -0.09, 0.23, 1.43, 2.19, 2.21, 1.14, 0.59, -0.11, 1.82, 1.36, 2.19, -3.99, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
519, 0, 0.000, 0.98, 1, 2.06, 0.41, 1.31, 1.52, 0.61, -0.89, 1.04, 1.63, 1.50, 3.09, 2.53, 1.82, 1.59, 1.91, 2.43, 0.51, -0.48, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
520, 0, 0.000, 0.98, 1, 1.94, 2.65, -0.21, 0.66, 1.97, 1.52, -0.45, 0.82, 3.94, 1.37, -0.69, -0.22, 1.31, -0.65, 1.69, 1.31, 0.27, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0
521, 0, 0.000, 0.98, 1, -0.84, -0.15, -2.19, 1.96, 1.35, -0.86, 0.16, 2.15, 3.18, 1.89, -0.17, 0.53, -1.04, 0.44, 2.54, 0.92, -1.03, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
522, 0, 0.000, 0.98, 1, 0.79, 1.43, -0.15, 0.51, 1.07, 1.07, -0.47, 1.43, 2.02, 1.11, -1.11, -0.25, -0.44, 1.17, 1.98, 0.46, 1.12, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
523, 0, 0.000, 0.98, 1, 2.42, 3.40, -0.97, 2.13, 0.26, -0.12, 0.20, 1.02, 1.03, 0.81, -0.81, 0.15, 0.40, 1.30, 0.51, 0.28, 1.83, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
524, 0, 0.000, 0.98, 1, 0.27, 0.90, -0.70, 1.16, 0.45, 1.01, 0.37, 0.96, 1.88, 2.47, -0.12, 0.88, -0.87, -0.07, -0.44, 0.77, -0.22, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
525, 0, 0.000, 0.98, 1, 3.10, 3.03, 0.21, 2.43, 0.81, -0.30, -0.67, 0.80, 2.45, 2.35, 0.08, 1.49, -0.28, 0.63, 2.76, 2.66, 0.51, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0
526, 0, 0.000, 0.98, 1, 3.77, 3.70, 0.95, 1.46, -0.23, -0.01, -0.39, 0.31, 0.97, 0.72, 1.47, 1.76, 0.67, 0.95, -0.30, 1.87, -0.07, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
527, 0, 0.000, 0.98, 1, -2.08, 0.05, -1.39, 2.62, 1.69, -1.10, -0.04, 0.60, 3.56, 1.20, -0.24, 0.31, 0.33, 0.69, 0.48, 1.19, -0.73, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
528, 0, 0.000, 0.98, 1, 2.86, 0.50, 0.84, 1.98, 0.42, 0.61, 0.36, 0.90, 1.51, 1.76, 1.16, 2.15, 0.58, 0.31, 1.58, 1.08, -1.77, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
529, 0, 0.000, 0.98, 1, -0.40, 0.38, -0.43, 0.05, 1.23, 1.02, 0.08, 0.84, 2.44, 1.85, -0.45, -1.12, -0.28, -0.44, 0.90, -0.46, 0.26, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
530, 0, 0.000, 0.98, 1, -1.86, 0.40, 0.21, 4.39, 2.24, 1.90, -0.32, 3.01, 2.73, 2.20, -1.21, 1.19, -0.41, 2.42, 1.60, 1.35, -1.30, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
531, 0, 0.000, 0.98, 1, 0.83, 1.04, -0.71, 2.26, -1.49, -0.38, 0.78, -1.27, -0.81, 0.43, 0.59, 0.18, 0.73, -0.38, 0.91, 1.56, 1.15, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
532, 0, 0.000, 0.98, 1, -0.37, -0.19, 0.67, 0.51, 1.64, 1.66, 1.65, 2.24, 2.79, 1.15, 0.55, 0.65, -0.46, 0.48, 1.15, 0.76, -0.26, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
533, 0, 0.000, 0.98, 1, -0.05, 0.11, -0.76, 0.49, 0.78, 1.35, 0.33, 0.28, 2.50, 1.25, -0.79, -0.19, -1.24, -0.86, 0.81, 0.41, 0.61, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
534, 0, 0.000, 0.98, 1, 0.60, 1.19, -0.77, -1.78, 1.19, 2.66, 2.84, 0.09, 1.71, -0.51, 0.53, -2.25, -0.31, -2.49, 2.75, -1.24, 2.02, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0
535, 0, 0.000, 0.98, 1, 1.88, 1.12, 1.30, 0.61, 0.80, 0.23, 0.68, 1.16, 1.27, 2.23, 1.98, 1.40, 0.76, 0.26, -0.87, 0.94, 0.75, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
536, 0, 0.000, 0.98, 1, -1.31, -0.51, 0.21, -0.54, 0.87, 1.22, 0.26, 0.37, 1.64, 1.07, -0.43, 0.40, 0.67, 1.22, -0.34, -0.42, 1.17, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
537, 0, 0.000, 0.98, 1, 1.03, 0.53, 0.01, 1.18, -1.34, 1.61, 0.38, 0.80, -0.13, -1.15, 2.91, 1.02, 0.51, 1.18, 0.86, 0.53, 1.74, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0
538, 0, 0.000, 0.98, 1, 1.14, 1.53, -0.10, 0.49, 0.28, 0.40, -0.41, 1.08, 1.56, 2.17, -0.86, 0.06, -0.28, 0.82, 0.01, 0.81, -1.11, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
539, 0, 0.000, 0.98, 1, 1.94, 0.38, -1.25, 0.79, 1.62, 1.44, -0.88, 1.25, 2.53, 0.31, -0.37, -0.32, -0.44, -0.31, 1.92, 0.49, 1.05, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
540, 0, 0.000, 0.98, 1, 3.31, 2.68, 0.80, 0.93, 0.82, 3.33, -0.48, 0.78, 2.45, 0.28, -0.57, -0.44, 0.06, -0.02, 1.32, 1.22, 1.40, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
541, 0, 0.000, 0.98, 1, 1.82, 2.15, 1.41, 0.12, 2.61, 1.48, 0.45, 1.99, 2.13, 2.12, 0.56, 0.32, 1.68, 0.61, 1.14, 3.49, 2.39, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0
542, 0, 0.000, 0.92, 1, -2.34, -3.48, -0.17, 0.08, 0.72, 1.29, 2.22, 1.49, -0.31, 1.04, 2.14, 0.32, 0.96, -1.65, 3.81, 3.00, 0.91, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0
543, 0, 0.000, 0.98, 1, -0.59, 0.31, -0.63, 1.19, 0.91, 0.56, 0.06, 0.78, 2.39, 1.12, 0.04, 1.11, -0.17, 1.62, 1.51, 2.15, -1.67, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
544, 0, 0.000, 0.98, 1, -0.57, -0.32, -0.08, -0.27, 2.72, 2.71, -0.11, 1.79, 3.34, 1.50, -0.02, 0.15, 2.15, -0.17, 1.24, 1.38, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0
545, 0, 0.000, 0.98, 1, 3.27, 2.52, -0.47, 0.60, 0.96, -0.04, 0.95, 3.42, 1.01, -0.10, 1.71, 1.47, 1.24, 0.35, -1.04, 0.39, 0.21, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
546, 0, 0.000, 0.92, 1, 2.89, 0.81, 0.86, 1.08, -0.02, 0.52, -1.16, 0.24, 0.73, -0.95, 1.37, 1.30, 1.29, 0.94, -0.51, 2.61, -0.28, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
547, 0, 0.000, 0.92, 1, 4.94, 4.66, -2.45, 2.90, 0.63, 0.38, 0.11, 0.69, 2.09, 1.24, 0.57, 1.27, 0.07, 2.37, -1.22, 1.02, -1.56, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
548, 0, 0.000, 0.98, 1, 1.30, 0.05, -0.02, 2.38, 2.04, 2.24, 0.93, 1.17, 2.14, -0.12, 0.34, 1.25, 1.17, 0.77, 1.04, -0.25, -1.12, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
549, 0, 0.000, 0.98, 1, 2.30, 1.76, 2.11, 2.24, 2.85, 0.98, -0.31, 4.34, 3.33, 2.32, 0.35, 5.07, -0.40, 2.44, 0.17, 0.30, -1.29, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
550, 0, 0.000, 0.98, 1, 2.78, 2.57, 1.85, 1.38, -0.50, 0.55, -0.41, -0.35, 0.43, 0.58, -0.41, 0.24, -0.96, -0.58, 0.61, 1.47, 0.31, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
551, 0, 0.000, 0.98, 1, 0.59, 1.16, 1.00, 0.30, 1.91, 1.64, 0.05, 1.65, 2.22, 1.25, -1.01, -0.27, 1.19, 1.10, 1.28, 1.94, -0.01, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0
552, 0, 0.000, 0.98, 1, 0.24, -1.04, -0.07, 1.42, 0.48, 1.99, 1.65, -0.40, 0.26, -0.21, 1.44, 0.60, 1.08, 0.71, -0.03, 0.25, 0.41, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
553, 0, 0.000, 0.98, 1, 1.96, 0.36, -1.33, 0.38, -0.35, 1.33, 1.15, 1.21, -0.07, -1.07, 1.74, 1.50, 2.14, -1.08, -0.58, 1.14, 1.97, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
554, 0, 0.000, 0.98, 1, -0.76, -1.97, 0.92, -0.13, 2.59, 1.99, 0.77, 3.04, 3.73, 2.67, 1.70, 4.75, 0.91, 2.06, 1.48, 1.72, -0.69, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0
555, 0, 0.000, 0.88, 1, -0.28, -0.56, -1.29, 0.25, 1.29, -0.18, 0.52, 2.08, 2.71, 0.84, -0.32, 0.22, -0.52, 0.28, 2.34, 0.32, 2.09, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
556, 0, 0.000, 0.88, 1, 0.95, 1.12, -0.34, 0.86, 1.89, -1.13, -1.02, 2.13, 3.90, 3.09, -0.58, 0.73, -0.70, 0.53, 1.44, -0.13, 2.63, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
557, 0, 0.000, 0.92, 1, -0.20, -0.83, 1.67, 0.58, 1.38, 0.91, 0.24, 1.86, 1.56, 1.41, 0.33, 2.06, -0.09, 1.81, 0.01, 1.84, 0.47, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
558, 0, 0.000, 0.98, 1, -0.07, 1.52, -0.06, 1.49, -0.34, 0.96, 0.72, 1.86, 1.78, 0.57, 0.32, -0.18, 1.46, 1.94, -0.53, 1.02, 0.69, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
559, 0, 0.000, 0.98, 1, -0.12, 1.47, -1.03, 0.71, 2.07, -0.84, 0.21, 1.11, 2.74, 1.39, 0.71, -0.11, 0.87, -0.06, 1.84, 0.43, 0.74, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
560, 0, 0.000, 0.98, 1, 1.95, 1.96, 2.80, 0.55, 2.51, 0.65, 0.13, 2.89, 3.57, 2.71, 0.91, 2.48, 1.91, 1.23, 1.97, 2.18, -1.07, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
561, 0, 0.000, 0.88, 1, -1.53, -1.45, 1.19, 0.76, 1.31, 1.92, 1.08, 0.34, 0.57, -0.24, 0.85, 0.83, 1.34, 1.81, 1.32, 1.76, 0.33, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
562, 0, 0.000, 0.98, 1, -0.13, 0.99, -0.02, 0.47, 1.66, 2.40, 0.68, 0.87, 2.42, 1.00, 0.03, -0.32, -0.25, 0.88, 2.05, 0.91, -0.28, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
563, 0, 0.000, 0.98, 1, -0.10, 1.11, -0.51, 2.44, 0.13, -0.80, -0.37, 0.42, 2.15, 1.48, -0.74, 1.55, -2.33, 0.05, 0.33, 1.16, 0.63, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
564, 0, 0.000, 0.98, 1, -0.12, 1.28, 0.24, 0.90, 1.22, 0.61, 0.80, 0.32, 1.48, 2.04, -0.55, 1.83, -0.84, 2.58, 0.77, 2.99, 0.28, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0
565, 0, 0.000, 0.88, 1, 3.15, 1.97, -0.64, 0.00, 0.56, -1.17, -0.83, 0.71, 1.06, 1.37, -0.88, 1.23, 1.87, 1.55, -0.99, 3.08, -0.07, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0
566, 0, 0.000, 0.88, 1, 0.63, 0.75, 0.20, 1.12, -0.11, -0.65, -1.27, 0.25, -0.06, 1.62, 0.49, 3.14, 1.80, 1.94, 0.49, 3.01, 0.16, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
567, 0, 0.000, 0.98, 1, 1.38, 1.36, -1.33, 0.30, 2.09, 1.97, 0.29, 1.75, 3.43, 1.20, 0.18, -0.16, 0.71, 0.29, 1.30, 1.59, 1.56, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0
568, 0, 0.000, 0.98, 1, 2.78, 3.22, 0.36, 2.30, 0.61, 1.12, -0.13, 0.90, 1.99, 1.08, -0.89, 0.40, 1.63, 2.39, -1.84, -0.25, 1.31, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
569, 0, 0.000, 0.98, 1, 1.08, 1.85, 2.13, 1.02, -0.14, 2.32, -1.09, -0.48, 1.16, 0.92, -0.72, 0.21, -0.80, 1.02, 0.09, 1.25, 1.80, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
570, 0, 0.000, 0.98, 1, 0.26, 0.88, 1.56, 1.13, 2.18, 0.35, 1.50, 2.51, 1.40, 3.60, 1.42, 2.51, 1.45, 3.97, -1.62, -0.23, -0.51, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
571, 0, 0.000, 0.98, 1, 2.20, 0.61, -1.43, 0.20, 1.65, 1.98, -0.42, 0.88, 2.45, 0.41, 1.34, 1.14, 0.59, 1.34, 1.55, 1.40, 0.69, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
572, 0, 0.000, 0.98, 1, 0.26, 0.31, -0.78, 1.61, 0.57, -0.19, 0.88, 1.78, 1.15, 0.93, -0.48, 0.91, -0.73, 2.70, 1.95, 2.19, -0.27, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
573, 0, 0.000, 0.98, 1, 0.19, 0.72, -0.94, 0.36, 1.37, 0.70, 0.01, 1.40, 2.82, 1.75, 0.84, 0.21, -0.35, -0.45, 0.44, 1.08, 1.08, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
