frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
647,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.87, 0.42, 0.00, 0.00, 0.00, 0.16, 0.66, 0.06, 0.16, 0.39, 0.50, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
648,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.16, 0.60, 0.06, 0.00, 0.00, 0.11, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
649,  0,  0.000,  0.02,  0, 0.50, 0.00, 0.39, 0.00, 0.13, 0.55, 0.00, 0.24, 0.23, 0.48, 0.24, 1.48, 0.71, 0.62, 0.61, 0.93, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
650,  0,  0.000,  0.88,  1, 0.50, 0.00, 0.39, 0.00, 0.13, 0.80, 0.00, 0.24, 0.23, 0.48, 0.34, 1.48, 0.71, 0.62, 0.61, 1.18, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
651,  0,  0.000,  0.98,  1, 0.67, 0.00, 0.39, 0.00, 0.27, 1.23, 0.00, 0.24, 0.58, 0.48, 0.34, 1.48, 0.73, 0.62, 1.46, 1.18, 2.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
652,  0,  0.000,  0.98,  1, 0.21, 0.00, 0.20, 0.20, 0.14, 1.65, 0.00, 0.00, 0.36, 0.00, 0.10, 0.00, 0.02, 0.31, 1.26, 0.62, 1.89, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
653,  0,  0.000,  0.85,  1, 0.29, 0.00, 0.20, 0.37, 0.14, 1.40, 0.00, 0.00, 0.36, 0.00, 0.00, 0.86, 0.02, 0.31, 1.26, 0.78, 1.40, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
654,  0,  0.000,  0.98,  1, 0.12, 0.00, 0.20, 0.37, 0.00, 1.05, 0.00, 0.17, 0.19, 0.00, 0.00, 0.86, 0.00, 0.31, 0.95, 0.78, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
655,  0,  0.000,  0.92,  1, 0.08, 0.00, 0.68, 0.19, 0.47, 0.87, 0.10, 0.20, 0.22, 0.00, 0.06, 1.37, 0.00, 0.28, 1.07, 1.05, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
656,  0,  0.000,  0.75,  1, 0.00, 0.00, 0.68, 0.02, 0.47, 0.87, 0.10, 0.20, 0.22, 0.00, 0.06, 0.51, 0.00, 0.28, 1.07, 0.64, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
657,  0,  0.000,  0.35,  0, 0.00, 0.00, 0.68, 0.02, 0.47, 0.79, 0.10, 0.04, 0.05, 0.00, 0.06, 0.51, 0.00, 0.28, 0.52, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
658,  0,  0.000,  0.28,  0, 0.21, 0.47, 0.19, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.27, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
659,  0,  0.000,  0.88,  1, 0.21, 0.50, 0.52, 0.66, 0.00, 0.37, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.39, 0.27, 0.25, 0.35, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
660,  0,  0.000,  0.88,  1, 0.21, 0.50, 0.52, 0.66, 0.00, 0.37, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.39, 0.27, 0.25, 0.35, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
661,  0,  0.000,  0.58,  0, 0.01, 0.04, 0.33, 0.00, 0.00, 0.37, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.34, 0.00, 0.00, 0.35, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
662,  0,  0.000,  0.02,  0, 1.67, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
663,  0,  0.000,  0.98,  1, 1.67, 0.24, 0.49, 0.00, 0.00, 0.00, 0.29, 0.00, 0.07, 0.00, 0.00, 0.35, 0.00, 0.00, 0.53, 0.42, 0.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
664,  0,  0.000,  0.98,  1, 2.06, 0.80, 1.12, 0.00, 0.24, 0.32, 0.29, 0.50, 0.20, 0.23, 0.00, 1.01, 0.00, 0.06, 0.93, 0.46, 1.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
665,  0,  0.000,  0.98,  1, 0.40, 0.56, 1.12, 0.04, 0.26, 0.32, 0.33, 0.50, 0.35, 0.23, 0.00, 0.90, 0.00, 0.28, 1.30, 0.71, 1.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
666,  0,  0.000,  0.82,  1, 0.40, 0.56, 1.33, 0.04, 0.26, 1.33, 0.59, 0.50, 0.35, 0.23, 0.00, 1.74, 0.00, 0.63, 0.77, 1.19, 2.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
667,  0,  0.000,  0.88,  1, 0.04, 0.00, 0.70, 0.04, 0.45, 1.55, 0.59, 0.15, 0.22, 0.21, 0.03, 1.09, 0.11, 0.57, 1.26, 1.15, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
668,  0,  0.000,  0.88,  1, 0.04, 0.00, 0.70, 0.00, 0.42, 1.55, 0.55, 0.15, 0.00, 0.21, 0.03, 0.85, 0.11, 0.34, 0.89, 0.90, 0.98, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
669,  0,  0.000,  0.02,  0, 0.98, 0.94, 0.62, 0.10, 0.42, 0.55, 0.00, 0.15, 0.00, 0.21, 0.03, 0.38, 0.35, 0.36, 1.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
670,  0,  0.000,  0.88,  1, 0.94, 0.94, 0.62, 0.10, 0.00, 0.09, 0.00, 0.00, 0.00, 0.15, 0.00, 0.68, 1.00, 0.36, 0.83, 0.33, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
671,  0,  0.000,  0.98,  1, 0.94, 0.94, 0.62, 0.10, 0.00, 0.09, 0.00, 0.00, 0.00, 0.15, 0.00, 0.68, 1.00, 0.36, 0.83, 0.33, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
672,  0,  0.000,  0.02,  0, 0.78, 0.00, 0.34, 0.00, 0.00, 1.14, 0.00, 0.08, 0.00, 0.15, 0.71, 0.49, 0.76, 0.00, 0.21, 0.33, 0.59, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
673,  0,  0.000,  0.98,  1, 0.96, 0.00, 0.34, 0.74, 0.00, 1.17, 0.00, 0.08, 0.00, 0.00, 0.71, 0.54, 0.11, 0.00, 0.29, 0.32, 0.59, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
674,  0,  0.000,  0.92,  1, 0.96, 0.00, 0.34, 0.74, 0.00, 1.17, 0.00, 0.08, 0.00, 0.00, 0.71, 0.54, 0.11, 0.00, 0.29, 0.32, 0.59, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
675,  0,  0.000,  0.58,  0, 0.18, 0.00, 0.00, 0.74, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.11, 0.00, 0.29, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
676,  0,  0.000,  0.02,  0, 0.45, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.06, 0.00, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
677,  0,  0.000,  0.88,  1, 0.45, 0.56, 0.60, 0.00, 0.03, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.82, 0.02, 0.37, 0.06, 1.06, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
678,  0,  0.000,  0.85,  1, 0.45, 0.56, 0.60, 0.00, 0.03, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.82, 0.02, 0.37, 0.06, 1.06, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
679,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.60, 0.00, 0.03, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.81, 0.02, 0.37, 0.00, 1.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
680,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.55, 0.18, 0.00, 0.16, 0.39, 0.00, 0.00, 0.00, 0.00, 0.47, 0.00, 0.01, 0.00, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
681,  0,  0.000,  0.88,  1, 0.03, 0.00, 0.84, 0.18, 0.12, 0.16, 0.39, 0.00, 0.01, 0.08, 0.00, 0.92, 0.29, 0.01, 0.00, 1.42, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
682,  0,  0.000,  0.98,  1, 0.62, 0.49, 0.84, 0.18, 0.12, 0.24, 0.39, 0.01, 0.01, 0.08, 0.00, 1.57, 0.29, 0.01, 0.80, 1.94, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
683,  0,  0.000,  0.98,  1, 1.72, 1.16, 0.29, 0.00, 0.12, 0.08, 0.00, 0.01, 0.01, 0.08, 0.98, 1.12, 1.17, 0.00, 1.11, 1.93, 1.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
684,  0,  0.000,  0.98,  1, 1.69, 1.16, 0.00, 0.00, 0.00, 0.08, 0.00, 0.01, 0.00, 0.00, 0.98, 0.67, 0.88, 0.00, 1.11, 0.92, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
685,  0,  0.000,  0.02,  0, 1.10, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.98, 0.02, 0.88, 0.00, 0.31, 0.39, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
686,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.01, 0.49, 0.57, 0.00, 0.00, 0.00, 0.08, 0.27, 0.00, 0.00, 0.00, 0.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
687,  0,  0.000,  0.98,  1, 0.84, 0.23, 0.34, 0.00, 0.01, 0.49, 0.57, 0.00, 0.00, 0.51, 0.16, 0.98, 0.00, 0.00, 0.84, 1.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
688,  0,  0.000,  0.98,  1, 0.84, 0.23, 0.70, 0.29, 0.01, 0.71, 0.62, 0.00, 0.00, 0.51, 0.71, 1.27, 0.00, 0.03, 0.85, 1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
689,  0,  0.000,  0.88,  1, 0.84, 0.23, 1.29, 0.29, 0.00, 0.75, 0.04, 0.00, 0.00, 0.51, 0.63, 1.49, 0.00, 0.77, 0.85, 0.97, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
690,  0,  0.000,  0.88,  1, 0.00, 0.00, 1.27, 0.29, 0.09, 0.82, 0.19, 0.21, 0.09, 0.15, 0.73, 1.07, 0.49, 1.17, 0.53, 0.25, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
691,  0,  0.000,  0.88,  1, 0.14, 0.00, 0.90, 0.00, 0.09, 0.66, 0.15, 0.21, 0.09, 0.15, 0.18, 1.75, 0.49, 1.14, 0.62, 0.85, 0.44, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
692,  0,  0.000,  0.98,  1, 0.14, 0.00, 0.32, 0.00, 0.09, 0.12, 0.15, 0.21, 0.09, 0.15, 0.18, 1.25, 0.49, 0.39, 0.62, 0.67, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
693,  0,  0.000,  0.02,  0, 0.14, 0.00, 0.07, 0.95, 0.00, 0.38, 0.23, 0.00, 0.00, 0.00, 0.00, 0.97, 0.00, 0.04, 0.78, 0.67, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
694,  0,  0.000,  0.92,  1, 0.00, 0.00, 0.07, 0.95, 0.00, 0.33, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
695,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.07, 0.95, 0.00, 0.33, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
696,  0,  0.000,  0.02,  0, 0.12, 0.07, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.02, 0.00, 0.28, 0.26, 0.00, 0.00, 1.48, 0.57, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
697,  0,  0.000,  0.98,  1, 0.12, 0.07, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.02, 0.00, 0.28, 0.26, 0.00, 0.00, 1.48, 0.57, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
698,  0,  0.000,  0.35,  0, 0.12, 0.07, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.02, 0.00, 0.28, 0.26, 0.00, 0.00, 1.48, 0.57, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
699,  0,  0.000,  0.62,  0, 0.65, 0.34, 0.00, 0.33, 0.00, 0.00, 0.00, 0.12, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.79, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
700,  0,  0.000,  0.98,  1, 0.65, 0.34, 0.00, 0.33, 0.00, 0.00, 0.00, 0.12, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.79, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
701,  0,  0.000,  0.02,  0, 0.65, 0.34, 0.00, 0.33, 0.00, 0.00, 0.00, 0.12, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.79, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
702,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.17, 0.08, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.22, 0.86, 0.35, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
703,  0,  0.000,  0.92,  1, 0.00, 0.00, 0.17, 0.08, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.22, 0.86, 0.35, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
704,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.17, 0.08, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.22, 0.86, 0.35, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
705,  0,  0.000,  0.02,  0, 0.37, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.25, 0.00, 0.00, 0.13, 0.25, 0.17, 0.00, 0.87, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
706,  0,  0.000,  0.88,  1, 0.37, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.25, 0.00, 0.00, 0.13, 0.25, 0.17, 0.00, 0.87, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
707,  0,  0.000,  0.02,  0, 0.37, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.25, 0.00, 0.00, 0.13, 0.25, 0.17, 0.00, 0.87, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
708,  0,  0.000,  0.02,  0, 0.41, 0.00, 0.03, 0.00, 0.00, 0.56, 0.00, 0.08, 0.07, 0.00, 0.55, 0.49, 0.46, 0.00, 0.01, 0.65, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
709,  0,  0.000,  0.88,  1, 0.41, 0.00, 0.03, 0.00, 0.68, 0.78, 0.00, 0.08, 0.51, 0.00, 1.49, 0.72, 2.04, 0.00, 0.60, 0.65, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
710,  0,  0.000,  0.85,  1, 0.41, 0.00, 0.45, 0.00, 0.68, 1.12, 0.22, 0.08, 0.51, 0.00, 1.59, 1.02, 2.04, 0.00, 0.85, 0.82, 1.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
711,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.42, 0.00, 0.68, 0.56, 0.22, 0.00, 0.45, 0.00, 1.03, 0.52, 1.58, 0.00, 0.84, 0.18, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
712,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.42, 0.00, 0.00, 0.33, 0.22, 0.00, 0.00, 0.00, 0.10, 0.29, 0.00, 0.00, 0.24, 0.18, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
713,  0,  0.000,  0.05,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
714,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
715,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.06, 0.00, 0.00, 1.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.20, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
716,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.06, 0.00, 0.00, 1.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.20, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
717,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.06, 0.00, 0.00, 1.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.20, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
