frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
325,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.60, 0.00, 0.14, 1.02, 0.94, 0.00, 0.00, 0.00, 0.00, 0.95, 0.00, 0.04, 0.21, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
326,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.16, 0.09, 0.89, 0.00, 0.00, 0.00, 0.31, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
327,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.27, 0.00, 0.00, 0.51, 0.33, 0.09, 0.16, 0.10, 0.93, 1.28, 0.00, 0.00, 0.54, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
328,  0,  0.000,  0.78,  1, 0.00, 0.00, 0.27, 0.00, 0.00, 0.51, 0.33, 0.09, 0.16, 0.10, 0.93, 1.28, 0.00, 0.00, 0.54, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
329,  0,  0.000,  0.38,  0, 0.00, 0.00, 0.27, 0.00, 0.00, 0.51, 0.33, 0.09, 0.00, 0.01, 0.03, 1.28, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
330,  0,  0.000,  0.58,  0, 0.31, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.15, 0.05, 0.00, 0.00, 0.52, 0.22, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
331,  0,  0.000,  0.98,  1, 0.31, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.15, 0.05, 0.00, 0.00, 0.52, 0.22, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
332,  0,  0.000,  0.45,  0, 0.31, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.15, 0.05, 0.00, 0.00, 0.52, 0.22, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
333,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.50, 0.00, 0.00, 0.68, 0.79, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.94, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
334,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.82, 0.00, 0.00, 1.47, 1.11, 0.00, 0.00, 0.00, 0.00, 0.41, 0.00, 1.50, 0.07, 0.13, 0.41, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
335,  0,  0.000,  0.88,  1, 0.00, 0.00, 1.86, 0.00, 0.02, 2.23, 1.20, 0.29, 0.00, 0.00, 0.00, 1.09, 0.00, 1.92, 0.07, 0.50, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
336,  0,  0.000,  0.88,  1, 0.00, 0.00, 1.36, 0.00, 0.02, 1.55, 0.41, 0.29, 0.00, 0.00, 0.00, 0.94, 0.00, 0.98, 0.07, 0.37, 0.41, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
337,  0,  0.000,  0.02,  0, 0.00, 0.00, 1.04, 0.00, 0.02, 0.76, 0.09, 0.29, 0.00, 0.00, 0.00, 0.69, 0.00, 0.42, 0.00, 0.37, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
338,  0,  0.000,  0.72,  0, 0.00, 0.00, 1.48, 0.00, 0.59, 0.67, 0.03, 0.31, 0.02, 0.00, 0.57, 0.00, 0.30, 0.13, 0.18, 0.93, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
339,  0,  0.000,  0.88,  1, 0.00, 0.00, 1.70, 0.00, 0.83, 1.32, 0.03, 0.31, 0.02, 0.36, 0.67, 1.57, 0.67, 0.93, 0.18, 0.93, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
340,  0,  0.000,  0.75,  1, 0.08, 0.00, 1.94, 0.00, 0.97, 1.86, 0.49, 0.31, 0.02, 0.36, 1.08, 2.49, 0.67, 0.93, 0.18, 0.99, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
341,  0,  0.000,  0.88,  1, 0.51, 0.05, 0.46, 0.09, 0.38, 1.19, 0.46, 0.00, 0.00, 0.36, 0.81, 3.10, 0.82, 0.80, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
342,  0,  0.000,  0.88,  1, 0.51, 0.05, 0.23, 0.09, 0.14, 0.54, 0.46, 0.00, 0.00, 0.00, 0.72, 1.53, 0.46, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
343,  0,  0.000,  0.02,  0, 0.43, 0.05, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.61, 0.46, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
344,  0,  0.000,  0.42,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
345,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
346,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.36, 0.46, 0.49, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 0.77, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
347,  0,  0.000,  0.92,  1, 0.00, 0.00, 0.00, 0.00, 0.36, 0.46, 0.49, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 0.77, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
348,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.36, 0.46, 0.49, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 0.77, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
349,  0,  0.000,  0.02,  0, 0.57, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.08, 0.00, 0.08, 0.42, 0.00, 0.00, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
350,  0,  0.000,  0.98,  1, 0.57, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.08, 0.00, 0.08, 0.42, 0.00, 0.00, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
351,  0,  0.000,  0.02,  0, 0.57, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.08, 0.00, 0.08, 0.42, 0.00, 0.00, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
352,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
353,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
354,  0,  0.000,  0.62,  0, 1.26, 0.29, 0.84, 0.00, 0.00, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
355,  0,  0.000,  0.98,  1, 1.26, 0.29, 0.84, 0.00, 0.00, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
356,  0,  0.000,  0.02,  0, 1.26, 0.29, 0.84, 0.00, 0.00, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
357,  0,  0.000,  0.02,  0, 0.84, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.46, 0.46, 0.31, 0.00, 0.00, 0.58, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
358,  0,  0.000,  0.98,  1, 1.45, 0.00, 0.39, 0.00, 0.00, 0.31, 0.00, 0.20, 0.00, 0.00, 0.74, 1.07, 0.37, 0.00, 0.00, 0.58, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
359,  0,  0.000,  0.88,  1, 1.45, 0.00, 0.39, 0.00, 0.00, 0.31, 0.00, 0.20, 0.00, 0.00, 0.74, 1.07, 0.37, 0.00, 0.00, 0.58, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
360,  0,  0.000,  0.02,  0, 0.62, 0.00, 0.20, 0.00, 0.00, 0.31, 0.00, 0.20, 0.00, 0.00, 0.28, 0.61, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
361,  0,  0.000,  0.35,  0, 1.67, 1.67, 0.00, 0.00, 0.73, 1.67, 0.00, 0.45, 0.00, 0.00, 0.00, 0.60, 0.88, 1.67, 0.00, 1.67, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
362,  0,  0.000,  0.88,  1, 2.06, 1.67, 0.00, 0.00, 0.83, 2.00, 0.00, 0.75, 0.17, 0.00, 0.54, 0.60, 1.31, 1.67, 0.90, 1.67, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
363,  0,  0.000,  0.98,  1, 2.57, 1.67, 0.00, 0.00, 0.90, 2.33, 0.00, 0.95, 0.39, 0.00, 1.71, 0.60, 1.63, 1.67, 1.87, 1.67, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
364,  0,  0.000,  0.98,  1, 0.90, 0.00, 0.00, 0.00, 0.17, 1.19, 0.00, 0.50, 0.39, 0.00, 2.07, 0.00, 0.75, 0.00, 2.35, 0.00, 0.09, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
365,  0,  0.000,  0.98,  1, 0.51, 0.00, 0.00, 0.00, 0.07, 0.86, 0.21, 0.20, 0.22, 0.00, 1.53, 0.26, 0.56, 0.16, 1.83, 0.00, 0.09, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
366,  0,  0.000,  0.92,  1, 0.00, 0.00, 0.17, 0.12, 0.00, 0.53, 0.21, 0.00, 0.00, 0.00, 0.35, 0.86, 0.23, 0.76, 0.86, 0.00, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
367,  0,  0.000,  0.75,  1, 0.00, 0.00, 0.75, 0.31, 0.02, 0.85, 0.21, 0.00, 0.00, 0.00, 0.00, 1.78, 0.38, 1.02, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
368,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.75, 0.31, 0.02, 0.85, 0.00, 0.00, 0.00, 0.00, 0.00, 1.51, 0.15, 0.87, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
369,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.58, 0.19, 0.02, 0.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.91, 0.15, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
370,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.30, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.40, 1.36, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
371,  0,  0.000,  0.88,  1, 0.12, 0.00, 0.30, 0.00, 0.03, 1.15, 0.00, 0.00, 0.00, 0.00, 0.12, 0.19, 0.14, 0.00, 0.68, 1.36, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
372,  0,  0.000,  0.92,  1, 0.12, 0.00, 0.30, 0.00, 0.03, 1.15, 0.00, 0.00, 0.00, 0.00, 0.12, 0.45, 0.14, 0.00, 0.75, 2.79, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
373,  0,  0.000,  0.98,  1, 0.77, 0.00, 0.00, 0.00, 0.03, 0.99, 0.00, 0.00, 0.00, 0.00, 0.43, 0.39, 0.50, 0.00, 0.75, 1.43, 1.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
374,  0,  0.000,  0.98,  1, 0.65, 0.00, 0.12, 0.22, 0.00, 0.38, 0.00, 0.00, 0.00, 0.00, 0.30, 0.81, 0.36, 0.00, 0.47, 2.12, 0.88, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
375,  0,  0.000,  0.88,  1, 1.43, 0.64, 0.48, 0.40, 0.00, 0.79, 0.00, 0.00, 0.00, 0.00, 0.30, 0.89, 0.36, 0.00, 0.47, 1.43, 0.93, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
376,  0,  0.000,  0.92,  1, 0.78, 0.64, 0.48, 0.40, 0.05, 1.06, 0.24, 0.27, 0.00, 0.11, 0.06, 1.47, 0.00, 0.00, 0.44, 1.79, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
377,  0,  0.000,  0.98,  1, 0.78, 0.64, 1.39, 0.18, 0.05, 1.53, 0.66, 0.27, 0.00, 0.11, 0.06, 0.92, 0.00, 0.28, 0.87, 1.11, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
378,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.20, 0.00, 0.05, 1.51, 0.66, 0.27, 0.00, 0.11, 0.06, 0.61, 0.00, 0.28, 0.79, 1.25, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
379,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.82, 0.00, 0.00, 0.87, 0.42, 0.00, 0.00, 0.00, 0.25, 0.11, 0.00, 0.28, 0.79, 1.64, 0.17, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
380,  0,  0.000,  0.98,  1, 0.06, 0.00, 1.52, 0.00, 0.00, 0.39, 0.00, 0.00, 0.00, 0.00, 0.45, 0.41, 0.00, 0.00, 0.67, 1.98, 0.51, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
381,  0,  0.000,  0.98,  1, 0.06, 0.00, 1.36, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.48, 0.00, 0.00, 1.12, 1.65, 0.51, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
382,  0,  0.000,  0.88,  1, 0.06, 0.00, 0.74, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.21, 0.39, 0.00, 0.00, 0.76, 0.90, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
383,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.01, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.45, 0.55, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
384,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
385,  0,  0.000,  0.02,  0, 0.00, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.17, 0.00, 0.57, 0.54, 0.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
386,  0,  0.000,  0.78,  1, 0.37, 0.00, 0.67, 0.00, 0.00, 0.29, 0.00, 0.11, 0.17, 0.12, 0.00, 1.22, 1.17, 0.00, 0.63, 0.62, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
387,  0,  0.000,  0.98,  1, 0.37, 0.00, 0.67, 0.00, 0.00, 0.29, 0.00, 0.11, 0.17, 0.12, 0.00, 1.22, 1.17, 0.00, 0.63, 0.62, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
388,  0,  0.000,  0.02,  0, 0.37, 0.00, 1.03, 0.00, 0.20, 0.49, 0.64, 0.70, 0.54, 0.14, 0.00, 0.22, 0.00, 0.00, 1.01, 0.08, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
389,  0,  0.000,  0.95,  1, 0.00, 0.00, 0.76, 0.00, 0.20, 0.19, 0.64, 0.59, 0.38, 0.03, 0.25, 0.00, 0.00, 0.00, 1.56, 0.24, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
390,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.76, 0.00, 0.20, 0.19, 0.64, 0.59, 0.38, 0.03, 0.25, 0.00, 0.00, 0.00, 1.56, 0.24, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
391,  0,  0.000,  0.25,  0, 0.36, 0.02, 0.04, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.50, 1.14, 0.71, 0.00, 0.64, 0.24, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
392,  0,  0.000,  0.98,  1, 0.36, 0.02, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.24, 1.14, 0.71, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
393,  0,  0.000,  0.12,  0, 0.36, 0.02, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.24, 1.14, 0.71, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
394,  0,  0.000,  0.58,  0, 0.80, 0.39, 0.00, 0.00, 0.05, 0.00, 0.00, 0.03, 0.07, 0.00, 0.03, 0.77, 0.52, 0.00, 0.43, 0.59, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
395,  0,  0.000,  0.98,  1, 1.09, 0.39, 0.00, 0.00, 0.05, 0.15, 0.00, 0.03, 0.07, 0.00, 0.03, 0.77, 0.94, 0.00, 0.62, 0.59, 1.06, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
